crypto,date,split,model_type,feature_set,feature_names,y_true,y_pred
LINKUSDT,2024-04-03,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.015383165,-0.021402923
LINKUSDT,2024-04-04,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.013353902,-0.02228141
LINKUSDT,2024-04-05,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.13375404,-0.022307957
LINKUSDT,2024-04-06,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.27870527,-0.021421535
LINKUSDT,2024-04-07,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.23949376,-0.018568361
LINKUSDT,2024-04-08,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.28736907,-0.013832543
LINKUSDT,2024-04-09,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.25456157,-0.009341719
LINKUSDT,2024-04-10,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.2823186,-0.0074704457
LINKUSDT,2024-04-11,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.23438565,-0.006684052
LINKUSDT,2024-04-12,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.08320376,-0.0075284597
LINKUSDT,2024-04-13,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.11845175,-0.008968752
LINKUSDT,2024-04-14,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.06899287,-0.010353884
LINKUSDT,2024-04-15,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.1286872,-0.01081286
LINKUSDT,2024-04-16,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.12012469,-0.010792166
LINKUSDT,2024-04-17,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.10150018,-0.010464771
LINKUSDT,2024-04-18,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.04958881,-0.0105125755
LINKUSDT,2024-04-19,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.03826603,-0.010683188
LINKUSDT,2024-04-20,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.047363948,-0.010740489
LINKUSDT,2024-04-21,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.08970526,-0.010705499
LINKUSDT,2024-04-22,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0929562,-0.0113542285
LINKUSDT,2024-04-23,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.14502348,-0.012680357
LINKUSDT,2024-04-24,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.08533669,-0.015070608
LINKUSDT,2024-04-25,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.07120773,-0.018551344
LINKUSDT,2024-04-26,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.027780537,-0.020503255
LINKUSDT,2024-04-27,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.0034286147,-0.019756349
LINKUSDT,2024-04-28,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.039891735,-0.01834585
LINKUSDT,2024-04-29,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.028715469,-0.016586768
LINKUSDT,2024-04-30,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.064019494,-0.015536116
LINKUSDT,2024-05-01,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.0405972,-0.015317174
LINKUSDT,2024-05-02,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.04650998,-0.014223857
LINKUSDT,2024-05-03,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.038258996,-0.011936588
LINKUSDT,2024-05-04,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.073162735,-0.008644043
LINKUSDT,2024-05-05,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.058161754,-0.0057727713
LINKUSDT,2024-05-06,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.07831241,-0.0040437374
LINKUSDT,2024-05-07,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.07543331,-0.004263209
LINKUSDT,2024-05-08,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.002521161,-0.00559468
LINKUSDT,2024-05-09,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.08602754,-0.0067912713
LINKUSDT,2024-05-10,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.17950377,-0.008319093
LINKUSDT,2024-05-11,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.2047276,-0.010171875
LINKUSDT,2024-05-12,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.19993961,-0.011318179
LINKUSDT,2024-05-13,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.25377536,-0.011645595
LINKUSDT,2024-05-14,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.25433162,-0.011718307
LINKUSDT,2024-05-15,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.16510484,-0.010512395
LINKUSDT,2024-05-16,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.067289956,-0.005576117
LINKUSDT,2024-05-17,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.06088915,9.881519e-05
LINKUSDT,2024-05-18,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.06599575,0.0035555027
LINKUSDT,2024-05-19,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.028690737,0.0044248365
LINKUSDT,2024-05-20,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.08460436,0.0037890393
LINKUSDT,2024-05-21,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.10154177,0.0019425694
LINKUSDT,2024-05-22,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.12075444,-0.0008440744
LINKUSDT,2024-05-23,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.078094095,-0.0038994346
LINKUSDT,2024-05-24,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.0652991,-0.005465837
LINKUSDT,2024-05-25,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.055746473,-0.006027771
LINKUSDT,2024-05-26,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.06260393,-0.006215023
LINKUSDT,2024-05-27,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.06356664,-0.005161518
LINKUSDT,2024-05-28,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.044814914,-0.0037831757
LINKUSDT,2024-05-29,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.039348613,-0.002496723
LINKUSDT,2024-05-30,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.039559603,-0.002292959
LINKUSDT,2024-05-31,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.12084245,-0.0033016074
LINKUSDT,2024-06-01,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.14660633,-0.0051702913
LINKUSDT,2024-06-02,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.10271225,-0.007839581
LINKUSDT,2024-06-03,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.10291175,-0.011550922
LINKUSDT,2024-06-04,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.1672183,-0.015237177
LINKUSDT,2024-06-05,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.10291469,-0.017930886
LINKUSDT,2024-06-06,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.1302899,-0.020318395
LINKUSDT,2024-06-07,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.10143257,-0.023359532
LINKUSDT,2024-06-08,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.06960743,-0.025844833
LINKUSDT,2024-06-09,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.07796814,-0.026710914
LINKUSDT,2024-06-10,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.09089992,-0.023427667
LINKUSDT,2024-06-11,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.06919305,-0.019442169
LINKUSDT,2024-06-12,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.1095622,-0.016293975
LINKUSDT,2024-06-13,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.060298573,-0.013175385
LINKUSDT,2024-06-14,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0626954,-0.010612244
LINKUSDT,2024-06-15,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.09711567,-0.00941655
LINKUSDT,2024-06-16,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.13784224,-0.009260651
LINKUSDT,2024-06-17,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.06441459,-0.009435156
LINKUSDT,2024-06-18,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.01504428,-0.00988782
LINKUSDT,2024-06-19,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.030434055,-0.010533711
LINKUSDT,2024-06-20,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.012409529,-0.010945518
LINKUSDT,2024-06-21,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0050677005,-0.011256093
LINKUSDT,2024-06-22,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.0045143464,-0.01149557
LINKUSDT,2024-06-23,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.0791678,-0.0113928635
LINKUSDT,2024-06-24,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.051594343,-0.011560855
LINKUSDT,2024-06-25,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.015168222,-0.01065862
LINKUSDT,2024-06-26,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.023706753,-0.008540796
LINKUSDT,2024-06-27,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.14075322,-0.006581273
LINKUSDT,2024-06-28,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.11257995,-0.0050458703
